id,name,years,institutions,countries,affiliations_comment,journal_names,works_count,total_works_count,total_cited_by_count
A5017439536,Donna Robinson Divine,1974;1976;1979;1981;1982;1985;1992;1993;1994;1996;1997;1999;2000;2001;2002;2006;2011;2012;2016;2022;2023;2024,Smith College,US,,American Political Science Review (APSR);International Journal of Middle East Studies (IJMES);Journal of Politics (JOP);Middle East Journal,27,170,165
A5116927342,Dor Kahlon,2025,Tel Hai Academic College,IL,,Journal of Loss and Trauma,1,1,2
A5026543890,Doris Bergen,2011,,,,Journal of Genocide Research (JGR),1,108,438
A5006182908,Doris Kilias,1995,Humboldt-Universität zu Berlin,DE,,British Journal of Middle Eastern Studies (BRISMES),1,1,0
A5068190315,Doron Navot,2009;2014;2017;2022;2023;2025,University of Haifa,IL,,Constellations;Ethnic and Racial Studies;Middle East Journal,6,48,345
A5091416575,Doron Teichman,2010,Hebrew University of Jerusalem,IL,,Law and Society Review,1,90,892
A5067854842,Dorthe K Thomsen,2024,Aarhus University,DK,,Journal of Personality and Social Psychology (JPSP),1,130,3487
A5102238690,Douglas A. Abbott,2009,University of Nebraska–Lincoln,US,,Journal of Loss and Trauma,1,54,1041
A5033647840,Douglas Franks,1985,,,,Journal of Palestine Studies,2,7,4
A5065710383,Douglas Holdstock,1997,Woking Community Hospital,GB,,International Journal of Human Rights (IJHR),1,184,910
A5111680425,Douglas Little,1993;2013,Clark University,US,,International Journal of Middle East Studies (IJMES);Middle East Journal,2,95,1017
A5027903847,Douglas Monroy,1997,Colorado College,US,,Ethnic and Racial Studies,1,64,245
A5013001680,Dov Shmotkin,1998;2011,Tel Aviv University,IL,,Journal of Loss and Trauma;Journal of Personality and Social Psychology (JPSP),2,114,7131
A5049244431,Dov Waxman,2012;2021;2022,"University of California, Los Angeles",US,,Ethnic and Racial Studies;Middle East Journal,3,112,646
A5098063082,Dr Nir Yehudai,2007,University of Haifa,IL,,British Journal of Middle Eastern Studies (BRISMES),1,1,1
A5060437286,Dudley L. Poston,1996,Texas A&M University,US,,Ethnic and Racial Studies,1,310,5293
A5109247101,Duncan L. Clarke,1992;1996;1997;1998;2003;2004;2005,,,,Journal of Palestine Studies;Middle East Journal,8,75,1068
A5030922330,Dusko Sekulic,1996,George Mason University,US,,Ethnic and Racial Studies,1,98,803
A5067785556,Dwight Sanderson,1924,,,,American Journal of Sociology (AJS),1,83,1049
A5011265309,Dylan E Horner,2022,,,Department of Psychology.,Journal of Personality and Social Psychology (JPSP),1,20,108
A5005384499,E. Baldwin,1998,,,,Journal of the Royal Anthropological Institute (JRAI),1,30,83
A5110578023,E. Ellis Cashmore,1990;1991,University of Tampa,US,,Ethnic and Racial Studies,2,213,2440
A5029384760,E. Haberer,2011,Wilfrid Laurier University,CA,,Holocaust and Genocide Studies (HGS),1,49,165
A5051408674,E. J. Zürcher,1997;1998,,,Amsterdam/Nijmegen;Nijmegen,British Journal of Middle Eastern Studies (BRISMES),2,5,1
A5111158080,E. M. Beck,1978,,,,American Sociological Review (ASR),1,74,3514
A5002363737,E. N. Anderson,1970,,,,Current Anthropology,1,103,3619
A5019082367,E. Paul Durrenberger,2001,,,,Journal of Anthropological Research,1,189,1783
A5063993841,Edward Sayre,2001,Kenyon College,US,,International Journal of Middle East Studies (IJMES);Middle East Journal,2,40,428
A5055462327,Efraim Zuroff,1989,,,"Simon Wiesenthal CenterJerusalem, Israel",Holocaust and Genocide Studies (HGS),1,1,0
A5045156884,Elias Srouji,2003;2004,,,,Journal of Palestine Studies,2,5,21
A5051508688,Ephraim Tabory,1987;2013,Bar-Ilan University,IL,,Holocaust and Genocide Studies (HGS);Middle East Journal,2,61,553
A5080222250,Earl Raab,1991,Brandeis University,US,,Patterns of Prejudice,1,33,819
A5076041438,Eberhard Kienle,1993,SOAS University of London,GB,,British Journal of Middle Eastern Studies (BRISMES),1,124,846
A5069054806,Ebrahem Hindi,2023,University of Haifa,IL,,Ethnic and Racial Studies,1,1,4
A5105308774,Ed Cairns,2004,University of Ulster,GB,,Journal of Social Issues (JSI),1,241,9150
A5034224007,Ed Guerrero,1996,University of Delaware,US,,Ethnic and Racial Studies,1,19,616
A5039392078,Ed. Randall,1980,Goldsmiths University of London,GB,,Ethnic and Racial Studies,1,1,0
A5048443804,Eddie Eitches,2007,,,,Middle East Journal,1,1,0
A5080563899,Edgar T. Thompson,1927,,,,American Journal of Sociology (AJS),1,70,1610
A5003999884,Edilberto F. Montemayor,1998,,,,Ethnic and Racial Studies,1,12,220
A5017129953,Edmund Ghareeb,1971;1972;1974,Georgetown University,US,,Journal of Palestine Studies,5,51,1404
A5089328040,Edna Lomsky-Feder,2009;2022,Hebrew University of Jerusalem,IL,,Journal of Ethnic and Migration Studies (JEMS);Memory Studies,2,61,1208
A5062199588,Eduard Jordaan,2015,,,,Journal of Human Rights (JHR),1,61,638
A5113444385,Edward Bernard Glick,1980,Temple College;Temple University,US,,American Political Science Review (APSR),1,34,89
A5068154705,Edward C. Devereux,1975,,,,Journal of Personality and Social Psychology (JPSP),1,5,77
A5065077531,Edward Day,1903,,,,American Journal of Sociology (AJS),1,19,21
A5081177661,Edward E. Azar,1988,"University of Maryland, College Park",US,,American Political Science Review (APSR),1,67,2016
A5053255026,Edward Fox,1997,,,,Journal of Palestine Studies,1,19,19
A5108511178,Edward Gross,1960,,,,American Sociological Review (ASR),1,119,2716
A5026014492,Edward Grossman,1986,,,,Journal of Palestine Studies,2,40,3
A5069139508;A5031207338,Edward Kaufman,2002;2012,,,,Journal of Human Rights (JHR);Middle East Journal,3,15,78
A5020591866,Edward N. Luttwak,1977,Johns Hopkins University,US,,American Political Science Review (APSR),2,208,4073
A5066626954,Edward S. Herman,2012,,,,Journal of Palestine Studies,1,144,9151
A5077426563,Edward Telles,2017,"University of California, Santa Barbara",US,,Ethnic and Racial Studies,1,129,6051
A5113448205,Edward W. Said,1974;1975;1983;1984;1987;1997;2001,Columbia University;New York Times,US,"Edward W. Said is Professor of English and Comparative Literature at Columbia University, a member of the Palestine National Council, and author of Orientalism and The Question of Palestine.;Edward W. Said, Parr Professor of English and Comparative Literature at Columbia University, is a member of the Palestine National Council and the author of Orientalism (1978) and After the Last Sky: Palestinian Lives (New York: Pantheon Books, 1986).",Journal of Palestine Studies;New Left Review,7,465,38128
A5098046200,Edwin Samuel,1970,,,,American Sociological Review (ASR),1,1,11
A5081010544,Edy Kaufman,1988;1991;1993;1997,Hebrew University of Jerusalem,IL,,International Journal of Middle East Studies (IJMES);Journal of Palestine Studies,6,63,308
A5098315919,Efi Hoory,2023,Tel Hai Academic College,IL,,Holocaust Studies: A Journal of Culture and History,1,1,0
A5034926709,Efraim Benmelech,2012;2014,Northwestern University,PH,,Journal of Politics (JOP),2,133,6473
A5047770486,Efraim Ben‐Zadok,1985;1995;1996,Florida Atlantic University;Tel Aviv University,IL;US,,Ethnic and Racial Studies;International Journal of Middle East Studies (IJMES),3,35,266
A5034185114,Efraim Inbar,1993,Bar-Ilan University;Georgetown University,IL;US,,International Journal of Middle East Studies (IJMES),1,141,1001
A5032251503,Efraim Karsh,1993,King's College London;Universidad de Londres;University of London,GB;MX,,International Journal of Middle East Studies (IJMES),1,231,1777
A5049162365,Efraim Torgovnik,1972,Tel Aviv University,IL,,American Political Science Review (APSR),1,22,121
A5043246232,Efrat Ben-Ze’ev,2004;2015;2022,Ruppin Academic Center,IL,,International Journal of Middle East Studies (IJMES);Memory Studies;Middle East Journal,3,40,235
A5052975942,Efrat Sher-Censor,2017,University of Haifa,IL,,Memory,1,53,594
A5036069166,Egon Schwelb,1973,,,,American Journal of International Law (AJIL),1,90,1096
A5052622878,Ehlimana Memišević,2023,University of Sarajevo,BA,,Genocide Studies and Prevention: An International Journal (GSP),1,11,3
A5081221441,Ehud Avitzur,1988,,,,Journal of Personality and Social Psychology (JPSP),1,5,608
A5077194499,Ehud Eiran,2018;2023,University of Haifa,IL,,Middle East Journal,2,52,209
A5028203459,Ehud Sprinzak,1985;1988,Hebrew University of Jerusalem,IL,,Patterns of Prejudice,2,42,1316
A5040758933,Ehud Weiss,2011,,,,Current Anthropology,1,127,7697
A5021456957,Eileen Barker,1993,,,,American Journal of Sociology (AJS),1,229,2704
A5034699930,Einat Lachover,2023,Sapir College,IL,,Ethnicities,1,36,208
A5087880553,Einat Lavee,2024,University of Haifa,IL,,Ethnic and Racial Studies,1,34,568
A5025873810,Eirik Bjorge,2021,University of Bristol,GB,,American Journal of International Law (AJIL),1,112,558
A5038947199,Eisuke Naramoto,1991,,,,Journal of Palestine Studies,2,8,3
A5088083374,Eitan Barak,1999;2004;2007,Tel Aviv University,IL,,International Journal of Human Rights (IJHR);Middle East Journal,3,27,42
A5095374177,Eitan Venzhik,2024,Open University of Israel,IL,,Group Processes & Intergroup Relations (GPIR),1,20,4
A5072405517,Eitan Y. Alimi,2007;2009,Hebrew University of Jerusalem,IL,"Department of political science, The Hebrew University",British Journal of Political Science (BJPolS);International Journal of Middle East Studies (IJMES),2,62,805
A5087386788,Elad Ben-Dror,2016;2020,Bar-Ilan University,IL,,British Journal of Middle Eastern Studies (BRISMES);Middle East Journal,2,37,58
A5037760047,Elai Rettig,2024,Bar-Ilan University,IL,,Leiden Journal of International Law (LJIL),1,36,78
A5029718810,Elaine C. Hagopian,1996;2002;2007;2011;2018,,,,Middle East Journal,5,54,264
A5063668834,Elaine Webster,2006,,,,Human Rights Quarterly,1,45,323
A5023160164,Elchanan Shilo,2020,Bar-Ilan University,IL,,British Journal of Middle Eastern Studies (BRISMES),1,2,0
A5090131455,Eldad Ben Aharon,2015,,,,British Journal of Middle Eastern Studies (BRISMES),1,20,41
A5017533694,Eleanor A. Doumato,2008,,,,Middle East Journal,1,39,562
A5072607243,Eleanor Kent,2011,,,,Holocaust Studies: A Journal of Culture and History,1,3,2
A5077517245,Elena Glasberg,1996,Knox College,US,,Ethnic and Racial Studies,1,34,148
A5054151845,Elena Moreo,2014,,,,Ethnic and Racial Studies,1,12,133
A5041990938,Elena N. Hogan,2009;2012,,,,Journal of Palestine Studies,2,3,4
A5044163539,Elena Vorobeva,2021,Penza State University,RU,,Journal of Loss and Trauma,1,8,18
A5039621153,Elfi Pallis,1992,,,,Journal of Palestine Studies,1,7,32
A5061527121,Elham Fakhro,2022,,,,Journal of Palestine Studies,1,16,56
A5001948534,Eli Adler,2025,Aalto University;Hebrew University of Jerusalem,FI;IL,,Group Processes & Intergroup Relations (GPIR),1,15,461
A5063898761,Eli Buchbinder,2007,University of Haifa,IL,,Journal of Loss and Trauma,1,82,1669
A5033107722,Eli Lawental,2011,Tel Hai Academic College,IL,,Journal of Loss and Trauma,1,12,320
A5087747324,Eli Somer,2013,Carmel (Israel);University of Haifa,IL,,Journal of Loss and Trauma,1,160,3308
A5039889762,Elia Awwad,2009,Boston University,US,,"Social Identities: Journal for the Study of Race, Nation and Culture",1,3,128
A5075131640,Elia Suleiman,2003,,,,Journal of Palestine Studies,1,5,20
A5000160047,Elia Zureik,1974;1975;1976;1977;1979;1981;1987;1988;1991;1993;1994;2001;2002;2013;2019;2020,Queen's University;University of Toronto,CA,"Elia T. Zureik teaches Sociology at Queen's University, Ontario. This article is part of a study under preparation dealing with the sociology of the Arabs in Israel.;Elia Zureik is Associate Professor of Sociology, Queens University, Ontario, Canada, and coordinator of this special issue. This study is based on the author's forthcoming book The Palestinians in Israel, A Study in internal Colonialism (London: Routledge and Kegan Paul, 1978).",British Journal of Middle Eastern Studies (BRISMES);International Criminal Justice Review;International Journal of Middle East Studies (IJMES);Journal of Palestine Studies;Middle East Critique,31,136,1707
A5103892430,Elian Weizman,2016;2019,Council for British Research in the Levant;SOAS University of London;Universidad de Londres;University of London,GB;MX,,British Journal of Middle Eastern Studies (BRISMES);Ethnicities,2,13,77
A5006227401,Elias H. Tuma,1989,"University of California, Davis",US,,International Journal of Middle East Studies (IJMES),1,93,358
A5070568951,Elias Shoufani,1972;1974;1975;1978,Hebrew University of Jerusalem,IL,Elias Shoufani is Associate Professor of History at the University of Maryland.;Elias Shoufani is head of the section for Israeli Studies of the Institute for Palestine Studies.,Journal of Palestine Studies,6,20,157
A5060072584;A5106046088,Elias Shufani,1981,,,,Journal of Palestine Studies,2,2,0
A5014725646,Elie Podeh,2000;2014;2018,,,,History and Memory;Middle East Journal,3,95,738
A5052843250,Eliezer Ben‐Rafael,1985;1991;1996;1998;2004;2011,Tel Aviv University,IL,,Ethnic and Racial Studies,6,360,2784
A5043082958,Eliezer Don-Yehiya,1998,Bar-Ilan University,IL,,American Political Science Review (APSR),1,39,1182
A5098586172,Eliezer Ereli,1968,,,,American Journal of International Law (AJIL),1,1,7
A5050390973,Eliezer Witztum,2009,Ben-Gurion University of the Negev,IL,,Journal of Loss and Trauma,1,272,3424
A5111599697,Elihu Katz,1956;1966;1973;2005,Hebrew University of Jerusalem;University of Pennsylvania,IL;US,,American Journal of Sociology (AJS);American Sociological Review (ASR),4,278,25820
A5093226892,Elik Elhanan,2011,,,,Journal of Palestine Studies,1,1,0
A5055829596,Elisabeth Schweiger,2019,University of York,GB,,Leiden Journal of International Law (LJIL),1,37,1663
A5057459672,Elisha Efrat,1994,,,,British Journal of Middle Eastern Studies (BRISMES),1,73,303
A5003216326,Elisheva Machlis,2013,,,,British Journal of Middle Eastern Studies (BRISMES),1,23,50
A5023465577,Elizabeth Buckner,2014,,,,British Journal of Middle Eastern Studies (BRISMES),1,83,1605
A5031454552,Elizabeth Crespo,1997,City University of New York;John Jay College of Criminal Justice,US,,Ethnic and Racial Studies,1,11,16
A5035654870,Elizabeth H. Prodromou,2003,,,,Middle East Journal,1,52,321
A5054555611,Elizabeth Kiely,1975,,,,Journal of Personality and Social Psychology (JPSP),1,74,359
A5043198473,Elizabeth S Scheiber,2018;2021,Rider University,US,,Holocaust and Genocide Studies (HGS),2,14,45
A5061952551,Elizabeth Warnock Fernea,1998,,,,Journal of the Royal Anthropological Institute (JRAI),1,63,874
A5004794342,Elizer Ben-Rafael,1993,,,,The British Journal of Sociology (BJS),1,1,2
A5022027825,Ella Klik,2017,New York University,US,,Memory Studies,1,3,9
A5087011942,Ella Miron-Spektor,2017,Technion – Israel Institute of Technology,IL,,Journal of Personality and Social Psychology (JPSP),1,67,5048
A5066630765,Ella Shohat,2004,,,Arab Crossroads Studies,Journal of Palestine Studies,1,135,6525
A5030651948,Ellen Fleischmann,1989;1997;2000,Georgetown University,US,,Journal of Palestine Studies;Middle East Journal,3,56,333
A5034032037;A5086701694,Ellen Siegel,1983,,,,Journal of Palestine Studies,2,10,10
A5090700977,Ellie Lobovits,2018,San Francisco State University,US,,American Anthropologist,1,1,1
A5110692067,Elliott R. Barkan,1996,"California State University, San Bernardino",US,,Ethnic and Racial Studies,1,71,824
A5030044821,Ellis Spicer,2018,University of Kent,GB,,Holocaust Studies: A Journal of Culture and History,1,5,27
A5035422693,Elodie Druez,2024,Université Libre de Bruxelles,BE,,Ethnicities,1,31,45
A5036931675,Elwin V. Svenson,1984,,,,Human Rights Quarterly,1,6,7
A5039736522,Elya Milner,2022,,,,Journal of Palestine Studies,1,8,55
A5040642507,Elyse Semerdjian,2024,Clark University,US,,Journal of Genocide Research (JGR),1,3,5
A5054725687,Elżbieta Janicka,2014,,,,Holocaust Studies: A Journal of Culture and History,1,56,187
A5080388253,Eman Nahhas,2014;2016,The Arab Academic College for Education in Israel,IL,,Personality and Social Psychology Bulletin (PSPB),2,17,122
A5112090274,Emanuel Gutmann,1963,,,,Journal of Politics (JOP),1,16,248
A5030643140,Emanuel Marx,1981,,,,Current Anthropology,1,101,1226
A5009218058,Emanuele Castano,2013,New School,US,,Personality and Social Psychology Bulletin (PSPB),1,109,5905
